"transcript_id","gene_symbol"
"NM_001005744>NUMB","NUMB"
"NM_001005745>NUMB","NUMB"
"NM_001005746>CACNB4","CACNB4"
"NM_001005751>WASHC2A","WASHC2A"
"NM_001005753>CHMP3","CHMP3"
"NM_001005782>SUMO1","SUMO1"
"NM_001005849>SUMO2","SUMO2"
"NM_001005850>ZNF835","ZNF835"
"NM_001005851>ZNF780B","ZNF780B"
"NM_001005861>RYK","RYK"
"NM_001005862>ERBB2","ERBB2"
"NM_001005909>IP6K2","IP6K2"
"NM_001005910>IP6K2","IP6K2"
"NM_001005911>IP6K2","IP6K2"
"NM_001005918>ATP7B","ATP7B"
"NM_001005920>JMJD8","JMJD8"
"NM_001005>RPS3","RPS3"
"NM_001006109>HMCES","HMCES"
"NM_001006114>YBEY","YBEY"
"NM_001006115>IP6K1","IP6K1"
"NM_001006600>ERBIN","ERBIN"
"NM_001006605>DIPK1A","DIPK1A"
"NM_001006607>LRRC37A2","LRRC37A2"
"NM_001006616>TSPAN17","TSPAN17"
"NM_001006617>MAPKAP1","MAPKAP1"
"NM_001006618>MAPKAP1","MAPKAP1"
"NM_001006619>MAPKAP1","MAPKAP1"
"NM_001006620>MAPKAP1","MAPKAP1"
"NM_001006621>MAPKAP1","MAPKAP1"
"NM_001006622>WDR33","WDR33"
"NM_001006623>WDR33","WDR33"
"NM_001006634>ARHGAP17","ARHGAP17"
"NM_001006636>GTDC1","GTDC1"
"NM_001006638>RAB37","RAB37"
"NM_001006639>TCEAL1","TCEAL1"
"NM_001006641>SLC25A25","SLC25A25"
"NM_001006656>ZNF473","ZNF473"
"NM_001006657>WDR35","WDR35"
"NM_001006658>CR2","CR2"
"NM_001006665>RPS6KA1","RPS6KA1"
"NM_001006681>SPIN2B","SPIN2B"
"NM_001006682>SPIN2B","SPIN2B"
"NM_001006683>SPIN2B","SPIN2B"
"NM_001006684>TCEAL8","TCEAL8"
"NM_001006933>TCEAL3","TCEAL3"
"NM_001006935>TCEAL4","TCEAL4"
"NM_001006937>TCEAL4","TCEAL4"
"NM_001006944>RPS6KA4","RPS6KA4"
"NM_001006945>LRIF1","LRIF1"
"NM_001006>RPS3A","RPS3A"
"NM_001007022>ODF2L","ODF2L"
"NM_001007024>GOSR1","GOSR1"
"NM_001007025>GOSR1","GOSR1"
"NM_001007026>ATN1","ATN1"
"NM_001007027>ALG8","ALG8"
"NM_001007033>CLEC6A","CLEC6A"
"NM_001007067>SDCBP","SDCBP"
"NM_001007068>SDCBP","SDCBP"
"NM_001007069>SDCBP","SDCBP"
"NM_001007070>SDCBP","SDCBP"
"NM_001007073>RPL32","RPL32"
"NM_001007074>RPL32","RPL32"
"NM_001007075>KLHL5","KLHL5"
"NM_001007088>ZNF182","ZNF182"
"NM_001007094>ZNF37A","ZNF37A"
"NM_001007099>SCP2","SCP2"
"NM_001007101>ZNF484","ZNF484"
"NM_001007102>L3MBTL3","L3MBTL3"
"NM_001007157>PHF14","PHF14"
"NM_001007188>DEPDC5","DEPDC5"
"NM_001007189>IGIP","IGIP"
"NM_001007214>CACYBP","CACYBP"
"NM_001007225>IGF2BP2","IGF2BP2"
"NM_001007226>SPOP","SPOP"
"NM_001007227>SPOP","SPOP"
"NM_001007228>SPOP","SPOP"
"NM_001007229>SPOP","SPOP"
"NM_001007230>SPOP","SPOP"
"NM_001007231>ARHGAP25","ARHGAP25"
"NM_001007239>EEF1AKNMT","EEF1AKNMT"
"NM_001007245>IFRD1","IFRD1"
"NM_001007246>BRWD1","BRWD1"
"NM_001007250>SCP2","SCP2"
"NM_001007253>ERV3-1","ERV3-1"
"NM_001007257>PRDM2","PRDM2"
"NM_001007270>GEMIN7","GEMIN7"
"NM_001007278>TRIM13","TRIM13"
"NM_001007464>RWDD1","RWDD1"
"NM_001007466>TULP4","TULP4"
"NM_001007467>SFI1","SFI1"
"NM_001007468>SMARCB1","SMARCB1"
"NM_001007469>HCST","HCST"
"NM_001007527>LMBRD2","LMBRD2"
"NM_001007553>CSDE1","CSDE1"
"NM_001007559>SS18","SS18"
"NM_001007561>IRGQ","IRGQ"
"NM_001007565>TFG","TFG"
"NM_001007593>SMPD1","SMPD1"
"NM_001007793>BUB3","BUB3"
"NM_001007794>CEPT1","CEPT1"
"NM_001007>RPS4X","RPS4X"
"NM_001008211>OPTN","OPTN"
"NM_001008212>OPTN","OPTN"
"NM_001008213>OPTN","OPTN"
"NM_001008215>COA5","COA5"
"NM_001008216>GALE","GALE"
"NM_001008222>ZDHHC9","ZDHHC9"
"NM_001008224>UACA","UACA"
"NM_001008225>CNOT4","CNOT4"
"NM_001008237>TTC32","TTC32"
"NM_001008239>C18orf25","C18orf25"
"NM_001008388>CISD2","CISD2"
"NM_001008390>CGGBP1","CGGBP1"
"NM_001008392>CTDSPL","CTDSPL"
"NM_001008393>C4orf46","C4orf46"
"NM_001008394>EID3","EID3"
"NM_001008395>LAMTOR4","LAMTOR4"
"NM_001008396>WDHD1","WDHD1"
"NM_001008401>ZNF761","ZNF761"
"NM_001008405>BCAP29","BCAP29"
"NM_001008410>STEAP3","STEAP3"
"NM_001008492>SEPTIN2","SEPTIN2"
"NM_001008495>TMEM64","TMEM64"
"NM_001008528>MXRA7","MXRA7"
"NM_001008540>CXCR4","CXCR4"
"NM_001008541>MXI1","MXI1"
"NM_001008563>USP20","USP20"
"NM_001008564>NUP58","NUP58"
"NM_001008566>TPST2","TPST2"
"NM_001008660>PICALM","PICALM"
"NM_001008661>KYAT3","KYAT3"
"NM_001008662>KYAT3","KYAT3"
"NM_001008695>THAP7","THAP7"
"NM_001008697>TFIP11","TFIP11"
"NM_001008701>ADGRL1","ADGRL1"
"NM_001008703>SMIM29","SMIM29"
"NM_001008704>SMIM29","SMIM29"
"NM_001008709>PPP1CA","PPP1CA"
"NM_001008723>CFAP58","CFAP58"
"NM_001008726>WDR89","WDR89"
"NM_001008727>ZNF121","ZNF121"
"NM_001008738>FNIP1","FNIP1"
"NM_001008739>C6orf226","C6orf226"
"NM_001008744>TDP1","TDP1"
"NM_001008749>RAB19","RAB19"
"NM_001008800>CCT3","CCT3"
"NM_001008801>ZNF468","ZNF468"
"NM_001008844>DSP","DSP"
"NM_001008860>NIPA2","NIPA2"
"NM_001008892>NIPA2","NIPA2"
"NM_001008894>NIPA2","NIPA2"
"NM_001008895>CUL4A","CUL4A"
"NM_001008897>TCP1","TCP1"
"NM_001008910>STK16","STK16"
"NM_001008938>CKAP5","CKAP5"
"NM_001008949>ITPRIPL1","ITPRIPL1"
"NM_001008>RPS4Y1","RPS4Y1"
"NM_001009184>GRINA","GRINA"
"NM_001009185>ACSL6","ACSL6"
"NM_001009186>CCT6A","CCT6A"
"NM_001009552>PPP2CB","PPP2CB"
"NM_001009554>MFAP3L","MFAP3L"
"NM_001009566>CLSTN1","CLSTN1"
"NM_001009570>CCT7","CCT7"
"NM_001009584>ARMCX6","ARMCX6"
"NM_001009608>SLX4IP","SLX4IP"
"NM_001009610>NUTM2D","NUTM2D"
"NM_001009814>VWA8","VWA8"
"NM_001009877>BRD9","BRD9"
"NM_001009880>KIAA0930","KIAA0930"
"NM_001009881>TUT4","TUT4"
"NM_001009894>C12orf29","C12orf29"
"NM_001009899>USF3","USF3"
"NM_001009905>B3GNTL1","B3GNTL1"
"NM_001009921>VPS8","VPS8"
"NM_001009923>TMEM230","TMEM230"
"NM_001009925>TMEM230","TMEM230"
"NM_001009932>DNASE1L1","DNASE1L1"
"NM_001009933>DNASE1L1","DNASE1L1"
"NM_001009934>DNASE1L1","DNASE1L1"
"NM_001009936>PHF19","PHF19"
"NM_001009939>SEPTIN5","SEPTIN5"
"NM_001009944>PKD1","PKD1"
"NM_001009955>SSBP3","SSBP3"
"NM_001009958>ZNF655","ZNF655"
"NM_001009959>ERMN","ERMN"
"NM_001009960>ZNF655","ZNF655"
"NM_001009984>C20orf194","C20orf194"
"NM_001009991>SYTL3","SYTL3"
"NM_001009993>FAM168B","FAM168B"
"NM_001009996>DALRD3","DALRD3"
"NM_001009998>SSBP4","SSBP4"
"NM_001009999>KDM1A","KDM1A"
"NM_001009>RPS5","RPS5"
"NM_001010844>IRAK1BP1","IRAK1BP1"
"NM_001010851>ZNF766","ZNF766"
"NM_001010853>PM20D2","PM20D2"
"NM_001010855>PIK3R6","PIK3R6"
"NM_001010858>RNF187","RNF187"
"NM_001010860>SAMD15","SAMD15"
"NM_001010862>SPIN3","SPIN3"
"NM_001010863>TMEM273","TMEM273"
"NM_001010867>IBA57","IBA57"
"NM_001010868>C6orf163","C6orf163"
"NM_001010875>SLC25A30","SLC25A30"
"NM_001010879>ZIK1","ZIK1"
"NM_001010880>ZNF780A","ZNF780A"
"NM_001010883>FAM102B","FAM102B"
"NM_001010887>ACER2","ACER2"
"NM_001010888>ZC3H12B","ZC3H12B"
"NM_001010891>MTX3","MTX3"
"NM_001010904>GLYATL3","GLYATL3"
"NM_001010906>NUGGC","NUGGC"
"NM_001010915>HACD4","HACD4"
"NM_001010917>GOLGA7B","GOLGA7B"
"NM_001010919>CALHM6","CALHM6"
"NM_001010922>BCL2L15","BCL2L15"
"NM_001010923>THEMIS","THEMIS"
"NM_001010924>FAM171A1","FAM171A1"
"NM_001010927>TIAM2","TIAM2"
"NM_001010931>HGF","HGF"
"NM_001010932>HGF","HGF"
"NM_001010934>HGF","HGF"
"NM_001010935>RAP1A","RAP1A"
"NM_001010938>TNK2","TNK2"
"NM_001010942>RAP1B","RAP1B"
"NM_001010972>ZYX","ZYX"
"NM_001010982>AFMID","AFMID"
"NM_001010983>GLT8D1","GLT8D1"
"NM_001010984>SPRTN","SPRTN"
"NM_001010986>ATP11C","ATP11C"
"NM_001010987>IFIT1B","IFIT1B"
"NM_001010989>HERPUD1","HERPUD1"
"NM_001010>RPS6","RPS6"
"NM_001011513>PDLIM5","PDLIM5"
"NM_001011537>FYTTD1","FYTTD1"
"NM_001011546>DSTN","DSTN"
"NM_001011547>SLC5A9","SLC5A9"
"NM_001011551>C1GALT1C1","C1GALT1C1"
"NM_001011553>SEPTIN7","SEPTIN7"
"NM_001011649>CDK5RAP2","CDK5RAP2"
"NM_001011657>ZMAT1","ZMAT1"
"NM_001011658>TRAPPC2","TRAPPC2"
"NM_001011663>PCGF6","PCGF6"
"NM_001011666>CREB5","CREB5"
"NM_001011667>CHCHD7","CHCHD7"
"NM_001011668>CHCHD7","CHCHD7"
"NM_001011669>CHCHD7","CHCHD7"
"NM_001011670>CHCHD7","CHCHD7"
"NM_001011671>CHCHD7","CHCHD7"
"NM_001011708>OLA1","OLA1"
"NM_001011713>NAA30","NAA30"
"NM_001011718>XKR7","XKR7"
"NM_001011724>HNRNPA1L2","HNRNPA1L2"
"NM_001011725>HNRNPA1L2","HNRNPA1L2"
"NM_001011880>CLEC18B","CLEC18B"
"NM_001011885>BTBD1","BTBD1"
"NM_001011>RPS7","RPS7"
"NM_001012241>MSL1","MSL1"
"NM_001012267>CENPP","CENPP"
"NM_001012279>SOGA3","SOGA3"
"NM_001012300>MCRS1","MCRS1"
"NM_001012302>ANO9","ANO9"
"NM_001012320>ZNF302","ZNF302"
"NM_001012329>CTNNBIP1","CTNNBIP1"
"NM_001012339>DNAJC21","DNAJC21"
"NM_001012398>AKTIP","AKTIP"
"NM_001012418>MYLK4","MYLK4"
"NM_001012426>FOXP4","FOXP4"
"NM_001012427>FOXP4","FOXP4"
"NM_001012454>FAM71F2","FAM71F2"
"NM_001012456>SEC61G","SEC61G"
"NM_001012478>U2AF2","U2AF2"
"NM_001012511>GOSR2","GOSR2"
"NM_001012514>ITM2C","ITM2C"
"NM_001012515>FECH","FECH"
"NM_001012516>ITM2C","ITM2C"
"NM_001012614>CTBP1","CTBP1"
"NM_001012631>IL32","IL32"
"NM_001012632>IL32","IL32"
"NM_001012634>IL32","IL32"
"NM_001012635>IL32","IL32"
"NM_001012636>IL32","IL32"
"NM_001012643>MYPOP","MYPOP"
"NM_001012718>IL32","IL32"
"NM_001012727>AGPAT2","AGPAT2"
"NM_001012732>DCTD","DCTD"
"NM_001012751>ABI1","ABI1"
"NM_001012752>ABI1","ABI1"
"NM_001012753>ZNF763","ZNF763"
"NM_001012754>NHLRC3","NHLRC3"
"NM_001012755>SLC25A53","SLC25A53"
"NM_001012756>ZNF260","ZNF260"
"NM_001012758>NUDT17","NUDT17"
"NM_001012759>CTU2","CTU2"
"NM_001012761>RGMB","RGMB"
"NM_001012957>DISC1","DISC1"
"NM_001012967>DDX60L","DDX60L"
"NM_001012968>SPIN4","SPIN4"
"NM_001012971>FAM209A","FAM209A"
"NM_001012978>BEX5","BEX5"
"NM_001012981>ZKSCAN2","ZKSCAN2"
"NM_001012984>C16orf86","C16orf86"
"NM_001012985>COA6","COA6"
"NM_001012991>KNOP1","KNOP1"
"NM_001012993>C9orf152","C9orf152"
"NM_001012994>SNX30","SNX30"
"NM_001012>RPS8","RPS8"
"NM_001013251>SLC3A2","SLC3A2"
"NM_001013255>LSP1","LSP1"
"NM_001013398>IGFBP3","IGFBP3"
"NM_001013399>CCNC","CCNC"
"NM_001013415>FBXW7","FBXW7"
"NM_001013436>MPST","MPST"
"NM_001013437>SEH1L","SEH1L"
"NM_001013438>FXR1","FXR1"
"NM_001013439>FXR1","FXR1"
"NM_001013620>ALG10B","ALG10B"
"NM_001013627>NHSL2","NHSL2"
"NM_001013631>HNRNPCL1","HNRNPCL1"
"NM_001013642>TRNP1","TRNP1"
"NM_001013646>FAM209B","FAM209B"
"NM_001013649>C2orf68","C2orf68"
"NM_001013657>GDPGP1","GDPGP1"
"NM_001013659>ZNF793","ZNF793"
"NM_001013661>VSIG8","VSIG8"
"NM_001013663>PTRHD1","PTRHD1"
"NM_001013672>C17orf97","C17orf97"
"NM_001013690>FIGNL2","FIGNL2"
"NM_001013694>SRRD","SRRD"
"NM_001013699>H3F3C","H3F3C"
"NM_001013703>EIF2AK4","EIF2AK4"
"NM_001013706>PLIN5","PLIN5"
"NM_001013742>DGKK","DGKK"
"NM_001013746>ZNF107","ZNF107"
"NM_001013836>MAD1L1","MAD1L1"
"NM_001013837>MAD1L1","MAD1L1"
"NM_001013838>CARMIL2","CARMIL2"
"NM_001013839>EXOC7","EXOC7"
"NM_001013842>C8orf58","C8orf58"
"NM_001013843>SLTM","SLTM"
"NM_001013845>CXorf40B","CXorf40B"
"NM_001013848>EXOC6","EXOC6"
"NM_001013>RPS9","RPS9"
"NM_001014279>ANXA2R","ANXA2R"
"NM_001014283>DCUN1D2","DCUN1D2"
"NM_001014286>SUPT20H","SUPT20H"
"NM_001014380>KATNAL1","KATNAL1"
"NM_001014431>AKT1","AKT1"
"NM_001014432>AKT1","AKT1"
"NM_001014433>CUTA","CUTA"
"NM_001014436>DBNL","DBNL"
"NM_001014437>CARS","CARS"
"NM_001014440>ODF3B","ODF3B"
"NM_001014443>USP21","USP21"
"NM_001014445>NLE1","NLE1"
"NM_001014446>OCIAD2","OCIAD2"
"NM_001014763>ETFB","ETFB"
"NM_001014764>EMC6","EMC6"
"NM_001014765>FBXO44","FBXO44"
"NM_001014794>ILK","ILK"
"NM_001014795>ILK","ILK"
"NM_001014812>CIAO2A","CIAO2A"
"NM_001014831>PAK4","PAK4"
"NM_001014832>PAK4","PAK4"
"NM_001014838>CUTA","CUTA"
"NM_001014839>NCDN","NCDN"
"NM_001014840>CUTA","CUTA"
"NM_001014841>NCDN","NCDN"
"NM_001014842>TM9SF1","TM9SF1"
"NM_001014972>ZNF638","ZNF638"
"NM_001014987>LAT","LAT"
"NM_001014988>LAT","LAT"
"NM_001014989>LAT","LAT"
"NM_001014999.1>SLX1A","SLX1A"
"NM_001014999>SLX1A","SLX1A"
"NM_001014>RPS10","RPS10"
"NM_001015000.1>SLX1A","SLX1A"
"NM_001015000>SLX1A","SLX1A"
"NM_001015002>LLGL2","LLGL2"
"NM_001015038>PAGE2B","PAGE2B"
"NM_001015045>FAM13A","FAM13A"
"NM_001015048>BAG5","BAG5"
"NM_001015049>BAG5","BAG5"
"NM_001015051>RUNX2","RUNX2"
"NM_001015052>MPG","MPG"
"NM_001015053>HDAC5","HDAC5"
"NM_001015054>MPG","MPG"
"NM_001015509>PTRH2","PTRH2"
"NM_001015877>PHF6","PHF6"
"NM_001015880>PAPSS2","PAPSS2"
"NM_001015881>TSC22D3","TSC22D3"
"NM_001015882>DNAJC25","DNAJC25"
"NM_001015885>RAE1","RAE1"
"NM_001015>RPS11","RPS11"
"NM_001016>RPS12","RPS12"
"NM_001017368>RFFL","RFFL"
"NM_001017369>MSMO1","MSMO1"
"NM_001017370>NHLRC3","NHLRC3"
"NM_001017371>SP3","SP3"
"NM_001017373>SAMD3","SAMD3"
"NM_001017388>TLR10","TLR10"
"NM_001017390.1>SULT1A4","SULT1A4"
"NM_001017390>SULT1A4","SULT1A4"
"NM_001017392>SUGP2","SUGP2"
"NM_001017395>TMCC1","TMCC1"
"NM_001017396>ZNF2","ZNF2"
"NM_001017403>LGR6","LGR6"
"NM_001017404>LGR6","LGR6"
"NM_001017405>MAEA","MAEA"
"NM_001017408>GOPC","GOPC"
"NM_001017415>USP1","USP1"
"NM_001017416>USP1","USP1"
"NM_001017423>ALDH18A1","ALDH18A1"
"NM_001017434>PGBD2","PGBD2"
"NM_001017437>CCDC157","CCDC157"
"NM_001017523>BTBD11","BTBD11"
"NM_001017524>SIRT3","SIRT3"
"NM_001017528>PRR5","PRR5"
"NM_001017529>PRR5","PRR5"
"NM_001017530>PRR5","PRR5"
"NM_001017534>CARD16","CARD16"
"NM_001017535>VDR","VDR"
"NM_001017915>INPP5D","INPP5D"
"NM_001017916>CYB561","CYB561"
"NM_001017917>CYB561","CYB561"
"NM_001017919>RCCD1","RCCD1"
"NM_001017921>VMAC","VMAC"
"NM_001017922>ERMAP","ERMAP"
"NM_001017923>C14orf28","C14orf28"
"NM_001017926>ZHX1","ZHX1"
"NM_001017928>CCDC58","CCDC58"
"NM_001017956>OS9","OS9"
"NM_001017957>OS9","OS9"
"NM_001017958>OS9","OS9"
"NM_001017962>P4HA1","P4HA1"
"NM_001017964>YDJC","YDJC"
"NM_001017969>KIAA2026","KIAA2026"
"NM_001017970>TMEM30B","TMEM30B"
"NM_001017977>DCAF6","DCAF6"
"NM_001017979>RAB28","RAB28"
"NM_001017980>VMA21","VMA21"
"NM_001017981>RNF215","RNF215"
"NM_001017986>FCGR1B","FCGR1B"
"NM_001017987>MRNIP","MRNIP"
"NM_001017995>SH3PXD2B","SH3PXD2B"
"NM_001017998>GNG10","GNG10"
"NM_001017999>KAZN","KAZN"
"NM_001017>RPS13","RPS13"
"NM_001018000>KAZN","KAZN"
"NM_001018001>KAZN","KAZN"
"NM_001018003>SORBS3","SORBS3"
"NM_001018008>TPM1","TPM1"
"NM_001018009>SH3BP5","SH3BP5"
"NM_001018011>ZBTB16","ZBTB16"
"NM_001018024>CMC4","CMC4"
"NM_001018025>MTCP1","MTCP1"
"NM_001018037>VPS13A","VPS13A"
"NM_001018038>VPS13A","VPS13A"
"NM_001018039>SFMBT2","SFMBT2"
"NM_001018050>POLR3H","POLR3H"
"NM_001018052>POLR3H","POLR3H"
"NM_001018053>PFKFB2","PFKFB2"
"NM_001018054>LRP8","LRP8"
"NM_001018055>BRCC3","BRCC3"
"NM_001018056>VLDLR","VLDLR"
"NM_001018057>DKK3","DKK3"
"NM_001018058>TFEC","TFEC"
"NM_001018060>AIFM3","AIFM3"
"NM_001018067>SERBP1","SERBP1"
"NM_001018068>SERBP1","SERBP1"
"NM_001018069>SERBP1","SERBP1"
"NM_001018070>CORO1B","CORO1B"
"NM_001018072>BTBD11","BTBD11"
"NM_001018073>PCK2","PCK2"
"NM_001018074>NR3C1","NR3C1"
"NM_001018075>NR3C1","NR3C1"
"NM_001018076>NR3C1","NR3C1"
"NM_001018077>NR3C1","NR3C1"
"NM_001018078>FPGS","FPGS"
"NM_001018088>VPS13C","VPS13C"
"NM_001018089>ICE2","ICE2"
"NM_001018100>MYZAP","MYZAP"
"NM_001018108>SERF2","SERF2"
"NM_001018115>FANCD2","FANCD2"
"NM_001018138>NME2","NME2"
"NM_001018139>NME2","NME2"
"NM_001018159>NAE1","NAE1"
"NM_001018160>NAE1","NAE1"
"NM_001018837>HAX1","HAX1"
"NM_001018>RPS15","RPS15"
"NM_001019>RPS15A","RPS15A"
"NM_001020658>PUM1","PUM1"
"NM_001020818>MYADM","MYADM"
"NM_001020819>MYADM","MYADM"
"NM_001020820>MYADM","MYADM"
"NM_001020821>MYADM","MYADM"
"NM_001020825>NR3C1","NR3C1"
"NM_001020>RPS16","RPS16"
"NM_001021>RPS17","RPS17"
"NM_001022>RPS19","RPS19"
"NM_001023560>ZSCAN26","ZSCAN26"
"NM_001023561>ZNF749","ZNF749"
"NM_001023563>ZNF805","ZNF805"
"NM_001023567>GOLGA8B","GOLGA8B"
"NM_001023570>IQCB1","IQCB1"
"NM_001023571>IQCB1","IQCB1"
"NM_001023587>ABCC5","ABCC5"
"NM_001023>RPS20","RPS20"
"NM_001024024>GCH1","GCH1"
"NM_001024070>GCH1","GCH1"
"NM_001024071>GCH1","GCH1"
"NM_001024074>HNMT","HNMT"
"NM_001024094>NR3C1","NR3C1"
"NM_001024226>ARF1","ARF1"
"NM_001024227>ARF1","ARF1"
"NM_001024228>ARF1","ARF1"
"NM_001024380>TM2D2","TM2D2"
"NM_001024381>TM2D2","TM2D2"
"NM_001024382>HMBS","HMBS"
"NM_001024401>SBK1","SBK1"
"NM_001024455>RTL5","RTL5"
"NM_001024457.1>RGPD1","RGPD1"
"NM_001024457>RGPD1","RGPD1"
"NM_001024465>SOD2","SOD2"
"NM_001024466>SOD2","SOD2"
"NM_001024593>MSS51","MSS51"
"NM_001024596>ZNF772","ZNF772"
"NM_001024599>HIST2H2BF","HIST2H2BF"
"NM_001024630>RUNX2","RUNX2"
"NM_001024644>XCR1","XCR1"
"NM_001024649>CANX","CANX"
"NM_001024662>RPL6","RPL6"
"NM_001024666>SH3KBP1","SH3KBP1"
"NM_001024674>LIN52","LIN52"
"NM_001024675>ACTL10","ACTL10"
"NM_001024678>LRRC24","LRRC24"
"NM_001024680>FBXO48","FBXO48"
"NM_001024683>ZNF688","ZNF688"
"NM_001024688>NBN","NBN"
"NM_001024732>MECR","MECR"
"NM_001024808>BCL7A","BCL7A"
"NM_001024809>RARA","RARA"
"NM_001024843>TNRC6B","TNRC6B"
"NM_001024844>CD82","CD82"
"NM_001024845>SLC6A9","SLC6A9"
"NM_001024847>TGFBR2","TGFBR2"
"NM_001024912>CEACAM1","CEACAM1"
"NM_001024916>CBWD5","CBWD5"
"NM_001024921>RPL9","RPL9"
"NM_001024924>EXOC1","EXOC1"
"NM_001024937>MINK1","MINK1"
"NM_001024938>SLC2A11","SLC2A11"
"NM_001024939>SLC2A11","SLC2A11"
"NM_001024943>ASL","ASL"
"NM_001024946>ASL","ASL"
"NM_001024948>FNBP1L","FNBP1L"
"NM_001024956>SC5D","SC5D"
"NM_001024957>BRMS1","BRMS1"
"NM_001024959>ARPC4","ARPC4"
"NM_001024960>ARPC4","ARPC4"
"NM_001024>RPS21","RPS21"
"NM_001025076>CELF2","CELF2"
"NM_001025077>CELF2","CELF2"
"NM_001025081>MBP","MBP"
"NM_001025090>MBP","MBP"
"NM_001025091>ABCF1","ABCF1"
"NM_001025092>MBP","MBP"
"NM_001025100>MBP","MBP"
"NM_001025101>MBP","MBP"
"NM_001025105>CSNK1A1","CSNK1A1"
"NM_001025107>ADAR","ADAR"
"NM_001025108>AFF3","AFF3"
"NM_001025158>CD74","CD74"
"NM_001025159>CD74","CD74"
"NM_001025160>ADGRE5","ADGRE5"
"NM_001025194>CES1","CES1"
"NM_001025195>CES1","CES1"
"NM_001025199>CHI3L2","CHI3L2"
"NM_001025203.1>U2AF1","U2AF1"
"NM_001025203>U2AF1","U2AF1"
"NM_001025204.1>U2AF1","U2AF1"
"NM_001025204>U2AF1","U2AF1"
"NM_001025205>AP2M1","AP2M1"
"NM_001025234>TSPAN4","TSPAN4"
"NM_001025242>IRAK1","IRAK1"
"NM_001025243>IRAK1","IRAK1"
"NM_001025247>TAF5L","TAF5L"
"NM_001025248>DUT","DUT"
"NM_001025249>DUT","DUT"
"NM_001025265>CXorf65","CXorf65"
"NM_001025300>RAB12","RAB12"
"NM_001025356>ANO6","ANO6"
"NM_001025370>VEGFA","VEGFA"
"NM_001025389>AMPD3","AMPD3"
"NM_001025390>AMPD3","AMPD3"
"NM_001025433>NQO1","NQO1"
"NM_001025436>SPAG16","SPAG16"
"NM_001025579>NDEL1","NDEL1"
"NM_001025580>AMMECR1","AMMECR1"
"NM_001025593>ARFIP1","ARFIP1"
"NM_001025595>ARFIP1","ARFIP1"
"NM_001025596>CELF1","CELF1"
"NM_001025598>ARHGAP30","ARHGAP30"
"NM_001025603>RFX5","RFX5"
"NM_001025604>ARRDC2","ARRDC2"
"NM_001025616>ARHGAP24","ARHGAP24"
"NM_001025778>VRK3","VRK3"
"NM_001025780>ABHD17B","ABHD17B"
"NM_001025930>TTLL3","TTLL3"
"NM_001025>RPS23","RPS23"
"NM_001026>RPS24","RPS24"
"NM_001028>RPS25","RPS25"
"NM_001029835>CCM2","CCM2"
"NM_001029839>TCAIM","TCAIM"
"NM_001029840>TCAIM","TCAIM"
"NM_001029859>KCTD21","KCTD21"
"NM_001029863>C6orf120","C6orf120"
"NM_001029880>SFMBT2","SFMBT2"
"NM_001029882>AHDC1","AHDC1"
"NM_001029884>PLEKHG1","PLEKHG1"
"NM_001029885>CPTP","CPTP"
"NM_001029891>PGAM4","PGAM4"
"NM_001029896>WDR45","WDR45"
"NM_001029939>ZFAT","ZFAT"
"NM_001029955>DCAF4L1","DCAF4L1"
"NM_001029991>METTL17","METTL17"
"NM_001029997>ZNF181","ZNF181"
"NM_001029998>SLC10A7","SLC10A7"
"NM_001029>RPS26","RPS26"
"NM_001030001>RPS29","RPS29"
"NM_001030006>AP2B1","AP2B1"
"NM_001030007>AP1G1","AP1G1"
"NM_001030009>RPS15A","RPS15A"
"NM_001030010>ALDH3B1","ALDH3B1"
"NM_001030018>APRT","APRT"
"NM_001030055>ARHGAP5","ARHGAP5"
"NM_001030272>ARNTL","ARNTL"
"NM_001030287>ATF3","ATF3"
"NM_001030288>SPN","SPN"
"NM_001030>RPS27","RPS27"
"NM_001031617>COX19","COX19"
"NM_001031623>ZNF451","ZNF451"
"NM_001031666>MS4A3","MS4A3"
"NM_001031672>CYB5RL","CYB5RL"
"NM_001031677>RAB24","RAB24"
"NM_001031680>RUNX3","RUNX3"
"NM_001031681>CTNS","CTNS"
"NM_001031683>IFIT3","IFIT3"
"NM_001031684>SRSF7","SRSF7"
"NM_001031685>TP53BP2","TP53BP2"
"NM_001031689>PLAA","PLAA"
"NM_001031693>HHLA3","HHLA3"
"NM_001031694>SCMH1","SCMH1"
"NM_001031696>PLD3","PLD3"
"NM_001031698>PRPF40B","PRPF40B"
"NM_001031700>GASK1B","GASK1B"
"NM_001031701>NT5DC3","NT5DC3"
"NM_001031703>ELP6","ELP6"
"NM_001031709>RNLS","RNLS"
"NM_001031710>KLHL7","KLHL7"
"NM_001031711>ERGIC1","ERGIC1"
"NM_001031712>TRMT11","TRMT11"
"NM_001031713>MCUR1","MCUR1"
"NM_001031714>INF2","INF2"
"NM_001031716>NABP1","NABP1"
"NM_001031717>CRELD1","CRELD1"
"NM_001031719>DHRS12","DHRS12"
"NM_001031720>GSTCD","GSTCD"
"NM_001031721>ZNF613","ZNF613"
"NM_001031723>DNAJB14","DNAJB14"
"NM_001031725>DDX59","DDX59"
"NM_001031726>C19orf12","C19orf12"
"NM_001031727>MRI1","MRI1"
"NM_001031732>YTHDC1","YTHDC1"
"NM_001031733>CALML4","CALML4"
